"Audience Rating",Color,Country,Genres,"IMDb Rating","IMDb Url","Is TV Series",Language,"Original Title",Plot,"Release Date","Release Year",Series,"Sort Title",Studios,Title,"Title Extension","Audio Tracks",Barcode,"Box Set",Distributor,Edition,"Edition Release Date","Edition Release Year",Extras,Format,HDR,Layers,"Nr Discs",Packaging,Regions,Runtime,"Screen Ratios",Subtitles,Actor,Director,Musician,Photography,Producer,Writer,"Added Date","Added Year","Collection Status",Condition,"Current Value",Features,Index,"Last Watched Date","Last Watched Where",Location,"Modified Date","My Rating",Notes,Owner,"Purchase Date","Purchase Price","Purchase Store","Purchase Year",Quantity,"Storage Device","Storage Slot",Tags,"Watch Count","Watch Year",Watched,"Due Date","Loan Date","Loaned To"
"US - Approved",Color,USA,"Drama | Romance | Thriller",6.6,https://www.imdb.com/title/tt0061107/?ref_=ref_ext_clz,,English,"Torn Curtain","During the Cold War, an American scientist appears to defect to East Germany as part of a cloak and dagger mission to find the formula for a resin solution—but the plan goes awry when his fiancee, unaware of his motivation, follows him across the border.",1966,1966,,"Cortina Rasgada","Universal Pictures","Cortina Rasgada",,,7892141400190,Hitchcock,Universal,,,,,DVD,,N/A,1,,,128,,,"Paul Newman | Julie Andrews | Lila Kedrova","Alfred Hitchcock","John Addison","John F. Warren","Alfred Hitchcock","Brian Moore | Willis Hall | Keith Waterhouse","Mar 16, 2026",2026,"In Collection",,,,368,,,,"Mar 17, 2026",0,,,,,,,1,,,Boxes,0,,No,,,
"US - Approved",Color,UK,"Comedy | Romance",6.1,https://www.imdb.com/title/tt0061523/?ref_=ref_ext_clz,,English,,"A Russian countess stows away in the stateroom of a married U.S. diplomat bound for New York.",1967,1967,,"Countess from Hong Kong","Universal Pictures","A Countess from Hong Kong",,,9788581930244,"Charles Chaplin - Folha",,,,,,DVD,,N/A,1,,,120,,,"Marlon Brando | Sophia Loren | Sydney Chaplin","Charlie Chaplin","Charlie Chaplin","Arthur Ibbetson","Charlie Chaplin | Jerome Epstein","Charlie Chaplin","Mar 17, 2026",2026,"In Collection",,,,473,,,,"Mar 17, 2026",0,,,,,,,1,,,Boxes,0,,No,,,
"US - Approved",Color,USA,Drama,7.5,https://www.imdb.com/title/tt0053131/?ref_=ref_ext_clz,,English,"The Nun's Story","After leaving a wealthy Belgian family to become a nun, Sister Luke struggles with her devotion to her vows during crisis, disappointment, and World War II.",1959,1959,,"Cruz à Beira do Abismo","Warner Bros.","Uma Cruz à Beira do Abismo",,,7892110045919,,,,,,,DVD,,N/A,1,,,149,,,"Audrey Hepburn | Peter Finch | Edith Evans","Fred Zinnemann","Franz Waxman","Franz Planer","Henry Blanke | Fred Zinnemann","Robert Anderson | Kathryn Hulme","Mar 16, 2026",2026,"In Collection",,,,365,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - Not Rated",Color,Japan,"Adventure | Animation | Music | Science Fiction",7.8,https://www.imdb.com/title/tt0368667/?ref_=ref_ext_clz,,English,,"Four talented alien musicians are kidnapped by a record producer who disguises them as humans. Shep, a space pilot in love with bass player Stella, follows them to Earth. Reprogrammed to forget their real identities and renamed The Crescendolls, the group quickly becomes a huge success playing soulless corporate pop. At a concert, Shep manages to free all the musicians except Stella, and the band sets out to rediscover who they really are — and to rescue Stella.",2003,2003,,"Daft Punk","Cartoon Network","Interstella 5555: The 5tory of the 5ecret 5tar 5ystem",,"Dolby Digital 5.1 [English] | Dolby Digital 5.1 [French] | Dolby Digital Stereo [English] | Dolby Digital Stereo [French] | DTS 5.1 [English] | Stereo [English]",724349095991,,"Virgin Records",,"Dec 02, 2003",2003,,DVD,,"Single side, Dual layer",2,"Keep Case","Region 1",68,"Fullscreen (4:3)",,"Romanthony | Thomas Bangalter","Daisuke Nishio | Hirotoshi Rissen | Kazuhisa Takenouchi","Thomas Bangalter | Guy-Manuel De Homem-Christo | Daft Punk","Fumio Hirokawa | Haruhiko Ishikawa","Thomas Bangalter | Emmanuel de Buretel | Guy-Manuel De Homem-Christo","Thomas Bangalter | Guy-Manuel De Homem-Christo | Cédric Hervet","Mar 15, 2026",2026,"In Collection",,,,33,,,,"Mar 16, 2026",0,,,,,,,1,,,Música,0,,No,,,
"US - Approved","Black & White",USA,"Drama | Romance",7.3,https://www.imdb.com/title/tt0028683/?ref_=ref_ext_clz,,English,Camille,"Life in 1847 Paris is as spirited as champagne and as unforgiving as the gray morning after. In gambling dens and lavish soirees, men of means exert their wills and women turned courtesans exult in pleasure. One such woman is Marguerite Gautier, who begins a sumptuous romance with Armand Duval.",1936,1936,,"Dama das Camélias","Metro-Goldwyn-Mayer (MGM)","A Dama das Camélias",,,7892110043854,"Coleção Greta Garbo",,,,,,Blu-ray,,N/A,1,,,109,,,"Greta Garbo | Robert Taylor | Lionel Barrymore","George Cukor","Herbert Stothart","William H. Daniels | Karl Freund","Bernard H. Hyman | David Lewis | Irving Thalberg","Zoe Akins | Frances Marion | James Hilton","Mar 16, 2026",2026,"In Collection",,,,291,,,,"Mar 16, 2026",0,,,,,,,1,,,Boxes,0,,No,,,
"US - Approved",Color,USA,"Comedy | Musical | Romance",6.9,https://www.imdb.com/title/tt0029971/?ref_=ref_ext_clz,,English,Carefree,"Dr. Tony Flagg's friend Steven has problems in the relationship with his fiancée Amanda, so he persuades her to visit Tony. After some minor misunderstandings, she falls in love with him. When he tries to use hypnosis to strengthen her feelings for Steven, things get complicated.",1938,1938,,"Dance Comigo","RKO Radio Pictures","Dance Comigo",,,7898366216332,,,,,,,DVD,,N/A,1,,,83,,,"Fred Astaire | Ginger Rogers | Ralph Bellamy","Mark Sandrich","Robert Russell BENNETT","Robert De Grasse","Pandro S. Berman","Allan Scott | Ernest Pagano | Dudley Nichols","Mar 16, 2026",2026,"In Collection",,,,241,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - R",Color,UK,"Drama | Romance",7.5,https://www.imdb.com/title/tt0094947/?ref_=ref_ext_clz,,English,,"In 18th century France, Marquise de Merteuil asks her ex-lover Vicomte de Valmont to seduce the future wife of another ex-lover of hers in return for one last night with her. Yet things don’t go as planned.",1988,1988,,"Dangerous Liaisons","Warner Bros.","Dangerous Liaisons",,,9788536406022,"Cinemateca Veja",,,,,,DVD,,N/A,1,,,119,,,"Glenn Close | John Malkovich | Michelle Pfeiffer","Stephen Frears","George Fenton","Philippe Rousselot","Christopher Hampton | Norma Heyman | Hank Moonjean","Christopher Hampton | Choderlos de Laclos","Mar 17, 2026",2026,"In Collection",,,,503,,,,"Mar 17, 2026",0,,,,,,,1,,,Boxes,0,,No,,,
,Color,,,,,,,,,,,,"Daniela Mercury - Clássica",,"Daniela Mercury - Clássica",,,7891430002695,,,,,,,,,N/A,0,,,0,,,,,,,,,"Mar 16, 2026",2026,"In Collection",,,,136,,,,"Mar 16, 2026",0,,,,,,,1,,,Música,0,,No,,,
,Color,,,,,,,,,,,,"Daniela Mercury - O Canto da Cidade - 15 anos",,"Daniela Mercury - O Canto da Cidade - 15 anos",,,886971961096,,,,,,,,,N/A,0,,,0,,,,,,,,,"Mar 16, 2026",2026,"In Collection",,,,122,,,,"Mar 16, 2026",0,,,,,,,1,,,Música,0,,No,,,
"US - G",Color,Japan,"Adventure | Biography | Drama",8.2,https://www.imdb.com/title/tt0071411/?ref_=ref_ext_clz,,Russian,,"A military explorer meets and befriends a Goldi man in Russia’s unmapped forests. A deep and abiding bond evolves between the two men, one civilized in the usual sense, the other at home in the glacial Siberian woods.",1975,1975,,"Dersu Uzala","Satra Films","Dersu Uzala",,,7896748209705,"Akira Kurosawa",,,,,,DVD,,N/A,1,,,142,,,"Yuriy Solomin | Maksim Munzuk | Mikhail Bychkov","Akira Kurosawa","Isaac Schwarts","Fyodor DOBRONRAVOV | Yuriy Gantman | Asakazu Nakai","Yoichi Matsue | Nikolay Sizov","Akira Kurosawa | Yuriy Nagibin | Vladimir Arsenev","Mar 17, 2026",2026,"In Collection",,,,454,,,,"Mar 17, 2026",0,,,,,,,1,,,Boxes,0,,No,,,
"US - Approved","Black & White",USA,"Drama | Romance",6.5,https://www.imdb.com/title/tt0051534/?ref_=ref_ext_clz,,English,"Desire Under the Elms","Ephraim Cabot is an old man of amazing vitality who loves his New England farm with a greedy passion. Hating him, and sharing his greed, are the sons of two wives Cabot has overworked into early graves. Most bitter is Eben, whose mother had owned most of the farm, and who feels who should be sole heir. When the old man brings home a new wife, Anna, she becomes a fierce contender to inherit the farm. Two of the sons leave when Eben gives them the fare in return for their shares of the farm. Meanwhile, Anna tries to cause some sparks by rubbing up against Eben.",1958,1958,,Desejo,"Paramount Pictures",Desejo,,,7890552004303,,,,,,,DVD,,N/A,1,,,111,,,"Sophia Loren | Anthony Perkins | Burl Ives","Delbert Mann","Elmer Bernstein","Daniel L. Fapp","Don Hartman","Irwin Shaw | Eugene O'Neill","Mar 16, 2026",2026,"In Collection",,,,356,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - Not Rated",Color,Brazil,"Adventure | Crime | Drama | Western",7.1,https://www.imdb.com/title/tt0058006/?ref_=ref_ext_clz,,Portuguese,,"Wanted for killing his boss, Manuel flees with his wife Rosa to the sertão, the barren landscape of Northern Brazil. Thrust into a primordial violent region, Manuel and Rosa come under the influence and control of a series of frightening figures.",1964,1964,,"Deus e o Diabo na Terra do Sol","New Yorker Films","Deus e o Diabo na Terra do Sol",,,7895233185104,,,,"Dec 01, 2003",2003,,DVD,,N/A,1,,"Region 2",120,,,"Geraldo Del Rey | Yoná Magalhães | Othon Bastos","Glauber Rocha","Sérgio Ricardo","Waldemar Lima","Jarbas Barbosa | Luiz Paulino Dos Santos | Luiz Augusto Mendes","Walter Lima Jr. | Glauber Rocha | Paulo Gil Soares","Mar 16, 2026",2026,"In Collection",,,,318,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - R",Color,Italy,"Drama | War",7.4,https://www.imdb.com/title/tt0064118/?ref_=ref_ext_clz,,Italian,Götterdämmerung,"In the early days of Nazi Germany, a powerful noble family must adjust to life under the new dictatorship regime.",1969,1969,,"Deuses Malditos","Warner Bros./Seven Arts","Os Deuses Malditos",,,7895233167605,,,,,,,DVD,,N/A,1,,,157,,,"Dirk Bogarde | Ingrid Thulin | Helmut Griem","Luchino Visconti","Maurice Jarre","Pasqualino de Santis | Armando Nannuzzi","Attilio D'Onofrio | Ever Haggiag | Alfred Levy","Nicola Badalucco | Enrico Medioli | Luchino Visconti","Mar 16, 2026",2026,"In Collection",,,,348,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - Approved","Black & White",USA,"Action | Drama | War",7.1,https://www.imdb.com/title/tt0052415/?ref_=ref_ext_clz,,English,"The Young Lions","The lives of three young men, a German and two Americans, during WWII.",1958,1958,,"Deuses Vencidos","Twentieth Century Fox","Os Deuses Vencidos",,,7896012222232,,,,,,,DVD,,N/A,1,,,167,,,"Marlon Brando | Montgomery Clift | Dean Martin","Edward Dmytryk","Hugo Friedhofer","Joseph MacDonald","Al Lichtman","Edward Anhalt | Irwin Shaw","Mar 16, 2026",2026,"In Collection",,,,267,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - Approved",Color,USA,"Comedy | Musical | Romance",7.3,https://www.imdb.com/title/tt0041716/?ref_=ref_ext_clz,,English,"On the Town","Three sailors wreak havoc as they search for love during a whirlwind 24-hour leave in New York City.",1949,1949,,"Dia em Nova York","Metro-Goldwyn-Mayer (MGM)","Um Dia em Nova York",,,7898366211757,,,,,,,DVD,,N/A,1,,,98,,,"Gene Kelly | Frank Sinatra | Betty Garrett","Stanley Donen | Gene Kelly","Conrad Salinger","Harold Rosson","Roger Edens | Arthur Freed","Adolph Green | Betty Comden | Jerome Robbins","Mar 16, 2026",2026,"In Collection",,,,351,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - Approved",Color,USA,Western,6.8,https://www.imdb.com/title/tt0045070/?ref_=ref_ext_clz,,English,"Rancho Notorious","A man in search of revenge infiltrates a ranch, hidden in an inhospitable region, where its owner, Altar Keane, gives shelter to outlaws fleeing from the law in exchange for a price.",1952,1952,,"Diabo Feito Mulher","RKO Radio Pictures","O Diabo Feito Mulher",,,7898372580588,,,,,,,DVD,,N/A,1,,,89,,,"Marlene Dietrich | Arthur Kennedy | Mel Ferrer","Fritz Lang","Emil Newman | Hugo Friedhofer | Arthur Lange","Hal Mohr","Howard Welsch","Daniel Taradash | Silvia Richards","Mar 16, 2026",2026,"In Collection",,,,306,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - Not Rated",Color,USA,Music,8.7,https://www.imdb.com/title/tt0331992/?ref_=ref_ext_clz,,English,,"Recorded live at the Paris Olympia on December 1, 2001, Krall's classic style blends equal parts artistic vision, hard work and determination. The British Columbia native began playing piano at the age of four and now has five stunning albums behind her. She made her debut with the critically acclaimed Only Trust Your Heart and the album topped the Billboard jazz charts for the most of 1998, earning Krall a Grammy nomination. She went on to win a Best Jazz Vocal Performance Grammy for 1999's platinum-selling When I Look in Your Eyes and became the first jazz artist in 25 years to be nominated in the Album of the Year category.",2001,2001,,"Diana Krall: Live in Paris",,"Diana Krall: Live in Paris",,,7898103200259,,,,,,,DVD,,N/A,1,,,113,,,"Diana Krall | John Clayton | Paulinho Da Costa","David Barnard",,,"Perry Joseph | Geoff Kempin | Tommy LiPuma",,"Mar 16, 2026",2026,"In Collection",,,,114,,,,"Mar 16, 2026",0,,,,,,,1,,,Música,0,,No,,,
"US - PG-13",Color,USA,"Drama | Music | Romance",7.1,https://www.imdb.com/title/tt0092890/?ref_=ref_ext_clz,,English,,"Expecting the usual tedium that accompanies a summer in the Catskills with her family, 17-year-old Frances 'Baby' Houseman is surprised to find herself stepping into the shoes of a professional hoofer—and unexpectedly falling in love.",1987,1987,,"Dirty Dancing","Vestron Pictures","Dirty Dancing",,,7898322540754,,,,,,,DVD,,N/A,1,,,100,,,"Jennifer Grey | Patrick Swayze | Jerry Orbach","Emile Ardolino","John Morris","Jeffrey Jur","Doro Bachrach | Eleanor Bergstein | Mitchell Cannold","Eleanor Bergstein","Mar 16, 2026",2026,"In Collection",,,,253,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
,Color,,,,,,,,,,,,"Disco Years - Best of Disco Music Vol. 2",,"Disco Years - Best of Disco Music Vol. 2",,,3700089610561,,,,,,,,,N/A,0,,,0,,,,,,,,,"Mar 16, 2026",2026,"In Collection",,,,162,,,,"Mar 16, 2026",0,,,,,,,1,,,Música,0,,No,,,
"US - Not Rated","Black & White",Italy,"Comedy | Drama",8,https://www.imdb.com/title/tt0053779/?ref_=ref_ext_clz,,Italian,"La Dolce Vita","Episodic journey of journalist Marcello who struggles to find his place in the world, torn between the allure of Rome's elite social scene and the stifling domesticity offered by his girlfriend, all the while searching for a way to become a serious writer.",1960,1960,,"Doce Vida","Astor Pictures Corporation","A Doce Vida",,,7895233141100,,,,,,,DVD,,N/A,1,,,174,,,"Marcello Mastroianni | Anita Ekberg | Anouk Aimée","Federico Fellini","Nino Rota","Otello Martelli","Giuseppe Amato | Rene Bezard | René Chevrier","Federico Fellini | Ennio Flaiano | Tullio Pinelli","Mar 16, 2026",2026,"In Collection",,,,333,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
,Color,Brazil,"Documentary | Music",7.8,https://www.imdb.com/title/tt0472546/?ref_=ref_ext_clz,,Portuguese,,"Almost thirty years after the first reunion of Doces Bárbaros (four of Brazil's major pop music stars: Caetano Veloso, Gilberto Gil, Gal Costa and Maria Bethânia), the artists involved decided to get together again for limited concerts in São Paulo and Rio de Janeiro, in December 2002. The film documents the group's live performances, rehearsals and interviews.",2002,2002,,"Doces Bárbaros",,"Outros (Doces) Bárbaros",,,,,,,,,,DVD,,N/A,1,,,75,,,"Maria Bethânia | Gal Costa | Gilberto Gil","Andrucha Waddington",,"Ricardo Della Rosa","Kati Almeida Braga | Leonardo Monteiro de Barros | Andrucha Waddington","Sérgio Mekler | Quito Ribeiro | Hermano Vianna","Mar 15, 2026",2026,"In Collection",,,,77,,,,"Mar 16, 2026",0,,,,,,,1,,,Música,0,,No,,,
"US - Approved",Color,Italy,"Drama | Romance | War",7.9,https://www.imdb.com/title/tt0059113/?ref_=ref_ext_clz,,English,,"The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution.",1965,1965,,"Doctor Zhivago","Metro-Goldwyn-Mayer (MGM)","Doctor Zhivago",,"Dolby Digital 5.1 [English]",027616631022,,MGM/UA,"Movie-Only Edition","Jul 28, 1998",1998,,DVD,,"Single side, Single layer",1,"Keep Case","Region 1",197,"Theatrical Widescreen (2.35:1) | Widescreen (16:9)","English | French | Spanish","Omar Sharif | Julie Christie | Geraldine Chaplin","David Lean","Maurice Jarre","Freddie Young","Arvid Griffen | Carlo Ponti","Boris Pasternak | Robert Bolt","Mar 16, 2026",2026,"In Collection",,,,387,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - Approved",Color,Italy,"Drama | Romance | War",7.9,https://www.imdb.com/title/tt0059113/?ref_=ref_ext_clz,,English,,"The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution.",1965,1965,,"Doctor Zhivago","Metro-Goldwyn-Mayer (MGM)","Doctor Zhivago",,,9788516062811,"Clássicos do Cinema - Folha",,,,,,DVD,,N/A,1,,,197,,,"Omar Sharif | Julie Christie | Geraldine Chaplin","David Lean","Maurice Jarre","Freddie Young","Arvid Griffen | Carlo Ponti","Boris Pasternak | Robert Bolt","Mar 17, 2026",2026,"In Collection",,,,468,,,,"Mar 17, 2026",0,,,,,,,1,,,Boxes,0,,No,,,
"US - Not Rated",Color,Italy,Drama,7.2,https://www.imdb.com/title/tt0056966/?ref_=ref_ext_clz,,Italian,"Cronaca Familiale","Enrico is a struggling journalist in the Rome of 1945. He receives a phone call informing him that his younger brother Lorenzo has died. Enrico recalls their long and difficult relationship; he was brought up by their poor but warm-hearted grandmother, Lorenzo was raised as a gentleman by a wealthy local aristocrat. Reunited in the Florence of the 1930s, Enrico becomes his spoilt brother's keeper, forever haunted by a sense of guilty responsibility towards a man he both hates and loves.",1962,1962,,"Dois Destinos","Metro-Goldwyn-Mayer (MGM)","Dois Destinos",,,7898946050011,,,,,,,DVD,,N/A,1,,,113,,,"Marcello Mastroianni | Jacques Perrin | Sylvie","Valerio Zurlini","Goffredo Petrassi","Giuseppe Rotunno","Goffredo Lombardo","Vasco Pratolini | Valerio Zurlini | Mario Missiroli","Mar 16, 2026",2026,"In Collection",,,,345,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
,Color,Brazil,"Biography | Drama | Music",6.9,https://www.imdb.com/title/tt0439547/?ref_=ref_ext_clz,,Portuguese,,"Os mais recentes sucessos pela primreira vez em DVD. Incluindo: Nosso Amor É Ouro, Pra Mudar a Minha Vida, Pra Sempre..., O novo hit ""Eu Amo"" e ainda grandes clássicos e novas canções! Você vai se sentir ""na estrada"" com Zezé Di Camargo & Luciano neste show histórico! * Pelo 2° ano consecutivo, vencedores do Grammy Latino (2003 e 2004)",2005,2005,,"Dois Filhos de Francisco","Conspiração Filmes","2 Filhos de Francisco",,"Dolby Digital Stereo [Portuguese] | Dolby Surround []",7892770011750,,,,,,,DVD,,N/A,1,"Keep Case","Region 4",132,"Widescreen (16:9)","English | Portuguese | Spanish","Ângelo Antônio | Dira Paes | Márcio Kieling","Breno Silveira","Berna Ceppas | Caetano Veloso","Paulo Brakarz | Andre Horta","Ilana Brakarz | Pedro Buarque de Hollanda | Emanoel Camargo","Carolina Kotscho | Patrícia Andrade","Mar 16, 2026",2026,"In Collection",,,,380,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - Approved","Black & White",USA,"Drama | Film Noir | Mystery | Thriller",6.9,https://www.imdb.com/title/tt0044557/?ref_=ref_ext_clz,,English,,"An airline pilot pursues a live-in babysitter at his hotel and gradually realizes she is not as stable as perhaps she should be.",1952,1952,,"Don't Bother to Knock","Twentieth Century Fox","Don't Bother to Knock",,,7896012214619,"Marilyn Monroe",,,,,,DVD,,N/A,1,,,76,,,"Richard Widmark | Marilyn Monroe | Anne Bancroft","Roy Ward Baker",,"Lucien Ballard","Julian Blaustein","Daniel Taradash | Charlotte Armstrong","Mar 16, 2026",2026,"In Collection",,,,421,,,,"Mar 17, 2026",0,,,,,,,1,,,Boxes,0,,No,,,
